username,tweetcreatedts,text,tweet_clean,tweet_english
mulkimaolah,2021-12-16 23:51:47,"Terkait #Omicron, apakah Indonesia kecolongan lagi?

Bagaimana tidak kecolongan, aturan karantina perjalanan luar negeri saja bimbang. Terakhir, malah ada pengecualian untuk orang-orang terhormat 😷","Terkait , apakah Indonesia kecolongan lagi?Bagaimana tidak kecolongan, aturan karantina perjalanan luar negeri saja bimbang. Terakhir, malah ada pengecualian untuk orang-orang terhormat","Related, does Indonesia miss again? How not to miss, the rules of the quarantine of foreign trips alone are hesitant.Finally, there are even exceptions for honorable people"
muggle_lily,2021-12-16 23:51:41,"Terkait #Omicron, apakah Indonesia kecolongan lagi?

Bagaimana tidak kecolongan, aturan karantina perjalanan luar negeri saja bimbang. Terakhir, malah ada pengecualian untuk orang-orang terhormat 😷","Terkait , apakah Indonesia kecolongan lagi?Bagaimana tidak kecolongan, aturan karantina perjalanan luar negeri saja bimbang. Terakhir, malah ada pengecualian untuk orang-orang terhormat","Related, does Indonesia miss again? How not to miss, the rules of the quarantine of foreign trips alone are hesitant.Finally, there are even exceptions for honorable people"
mengcapek,2021-12-16 23:51:33,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
canny_shoeple,2021-12-16 23:51:24,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
rusmiiati,2021-12-16 23:51:20,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
Depewww,2021-12-16 23:51:18,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
desprstee,2021-12-16 23:51:14,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
inijolie,2021-12-16 23:51:03,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
jemiopso,2021-12-16 23:51:00,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
hyvaikal,2021-12-16 23:50:46,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
baguseco,2021-12-16 23:50:46,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
AndyTantono,2021-12-16 23:50:38,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
uuah_y0u,2021-12-16 23:50:08,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
seledriiii,2021-12-16 23:49:56,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
ARIFILIZER,2021-12-16 23:49:53,"Aturan karantina itu dibuat untuk segelintir orang-orang terhormat saja atau untuk keselamatan warga negara secara keseluruhan sih?

Kalau sudah bobol #Omicron, keselamatan seluruh warga negara jadinya terancam kan 🙃","Aturan karantina itu dibuat untuk segelintir orang-orang terhormat saja atau untuk keselamatan warga negara secara keseluruhan sih?Kalau sudah bobol , keselamatan seluruh warga negara jadinya terancam kan","The quarantine rules are made for a handful of respectable people or for the salvation of citizens as a whole? If it has collapsed, the safety of all citizens will be threatened with"
latifaaaaa_,2021-12-16 23:49:40,"Bagaimana gejalanya? Sejauh ini data di dunia menyatakan lebih ringan dibanding Delta. Gejala #omicron didominasi badan pegal2, meriang, pilek dan radang tenggorokan ringan. Batuk kering dan anosmia seperti pada Delta sedikit dilaporkan.","Bagaimana gejalanya? Sejauh ini data di dunia menyatakan lebih ringan dibanding Delta. Gejala didominasi badan pegal2, meriang, pilek dan radang tenggorokan ringan. Batuk kering dan anosmia seperti pada Delta sedikit dilaporkan.","What are the symptoms?So far the data in the world expressed lighter than Delta.Symptoms are dominated by pegal, fell, colds and light throat.Dry cough and anosmia like the delta is a little reported."
bbambinas,2021-12-16 23:49:28,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
makurookurosuke,2021-12-16 23:48:55,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
kohtotok,2021-12-16 23:48:20,"Aturan karantina itu dibuat untuk segelintir orang-orang terhormat saja atau untuk keselamatan warga negara secara keseluruhan sih?

Kalau sudah bobol #Omicron, keselamatan seluruh warga negara jadinya terancam kan 🙃","Aturan karantina itu dibuat untuk segelintir orang-orang terhormat saja atau untuk keselamatan warga negara secara keseluruhan sih?Kalau sudah bobol , keselamatan seluruh warga negara jadinya terancam kan","The quarantine rules are made for a handful of respectable people or for the salvation of citizens as a whole? If it has collapsed, the safety of all citizens will be threatened with"
qnthpspita,2021-12-16 23:47:53,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
fancok20,2021-12-16 23:47:52,Sugeng rawuh #Omicron https://t.co/GMgBN36veB,Sugeng rawuh,Welcome
rani_reviani,2021-12-16 23:47:32,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
s3lllvv,2021-12-16 23:47:12,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
chocolatadisco,2021-12-16 23:47:08,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
intan_ays,2021-12-16 23:47:03,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
veroapri,2021-12-16 23:47:01,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
fassnote,2021-12-16 23:47:01,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
KuadranLima,2021-12-16 23:46:57,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
demenmekdi,2021-12-16 23:46:56,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
chasanahpcy,2021-12-16 23:46:56,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
achmadgustie,2021-12-16 23:46:47,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
denymarsita,2021-12-16 23:46:41,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
chaliysta,2021-12-16 23:46:36,"Namun, disisi lain.. ringannya gejala #omicron dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","Namun, disisi lain.. ringannya gejala dan penularan yg lebih cepat malah diartikan beberapa ilmuwan ini merupakan akhir dari pandemi, karena virus melemah dan malah akan membuat peningkatan kekebalan alami.. kita lihat saja bagaimana di UK ya..","However, on the other hand ... the symptoms of symptoms and transmission that faster is actually interpreted by some scientists this is the end of a pandemic, because the virus weakens and instead will make an increase in natural immunity .. We just see how in the UK ..."
hiyyvira,2021-12-16 23:46:22,"Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan #Omicron di Dunia..","Omicron sudah ditemukan di Indonesia, jangan panik ! Mari kita bahas tipis2 bagaimana perkembangan di Dunia..","Omicron has been found in Indonesia, don't panic!Let's discuss thinly how developments in the world ..."
northerncsl,2021-12-16 23:46:06,"Terkait #Omicron, apakah Indonesia kecolongan lagi?

Bagaimana tidak kecolongan, aturan karantina perjalanan luar negeri saja bimbang. Terakhir, malah ada pengecualian untuk orang-orang terhormat 😷","Terkait , apakah Indonesia kecolongan lagi?Bagaimana tidak kecolongan, aturan karantina perjalanan luar negeri saja bimbang. Terakhir, malah ada pengecualian untuk orang-orang terhormat","Related, does Indonesia miss again? How not to miss, the rules of the quarantine of foreign trips alone are hesitant.Finally, there are even exceptions for honorable people"
